beer_id,beer_name,brewery_id,brewery_name
66900,McNeill's Troll Black Beer,100,McNeill's Brewery
76714,McNeill's Tartan Ale,100,McNeill's Brewery
7977,McNeill's Professor Brewhead's Brown Ale,100,McNeill's Brewery
843,McNeill's Alle Tage Altbier,100,McNeill's Brewery
9728,McNeill's 80 Shilling (aka Summer Brown),100,McNeill's Brewery
9767,McNeill's Dubbel,100,McNeill's Brewery
25853,Brewer's Alley Resinator,1000,Brewer's Alley Restaurant & Brewery
31939,Anniversary Ale,1000,Brewer's Alley Restaurant & Brewery
47040,Brewer's Alley Three Kings Spiced Ale,1000,Brewer's Alley Restaurant & Brewery
50196,Brewer's Alley 1634 Ale,1000,Brewer's Alley Restaurant & Brewery
5225,Brewer's Alley Kölsch,1000,Brewer's Alley Restaurant & Brewery
5226,Brewer's Alley India Pale Ale,1000,Brewer's Alley Restaurant & Brewery
5227,Brewer's Alley Nut Brown Ale,1000,Brewer's Alley Restaurant & Brewery
5228,Brewer's Alley Dunkel Weizen,1000,Brewer's Alley Restaurant & Brewery
5229,Brewer's Alley Oatmeal Stout,1000,Brewer's Alley Restaurant & Brewery
5230,Brewer's Alley Trinity Stout,1000,Brewer's Alley Restaurant & Brewery
5231,Brewer's Alley Maibock,1000,Brewer's Alley Restaurant & Brewery
5232,Brewer's Alley Hefe-Weizen,1000,Brewer's Alley Restaurant & Brewery
5233,Brewer's Alley Pils,1000,Brewer's Alley Restaurant & Brewery
5235,Brewer's Alley Scotch Ale,1000,Brewer's Alley Restaurant & Brewery
5236,Brewer's Alley Owen's Ale,1000,Brewer's Alley Restaurant & Brewery
5237,Brewer's Alley Smoked Porter,1000,Brewer's Alley Restaurant & Brewery
5238,Brewer's Alley Wedding Alt,1000,Brewer's Alley Restaurant & Brewery
5239,Brewer's Alley Barleywine,1000,Brewer's Alley Restaurant & Brewery
58159,Brewer's Alley Oatmeal Vanilla Bean Stout,1000,Brewer's Alley Restaurant & Brewery
58160,Brewer's Alley Wild Cherry Lager,1000,Brewer's Alley Restaurant & Brewery
59037,Brewer's Alley Opera House Pale Ale (20th Anniversary),1000,Brewer's Alley Restaurant & Brewery
60671,Brewer's Alley Blueberry Wheat,1000,Brewer's Alley Restaurant & Brewery
60672,"Brewer's Alley ""Live Free"" Lager",1000,Brewer's Alley Restaurant & Brewery
67032,Brewer's Alley Barrel-Aged Oatmeal Stout,1000,Brewer's Alley Restaurant & Brewery
67047,Brewer's Alley Chocolate Ale,1000,Brewer's Alley Restaurant & Brewery
68836,Brewer's Alley Amber Fields Best Bitter,1000,Brewer's Alley Restaurant & Brewery
8811,Brewer's Alley New Moon Ale,1000,Brewer's Alley Restaurant & Brewery
19288,Hockley Dark,10001,Hockley Valley Brewing Co.
19329,Hockley Gold Premium Draft,10001,Hockley Valley Brewing Co.
35859,Hockley Stout,10001,Hockley Valley Brewing Co.
39266,Hockley Valley Dark Cask With Vanilla Bean,10001,Hockley Valley Brewing Co.
43246,Georgian Bay Dipper,10001,Hockley Valley Brewing Co.
45422,Black Forest Stout,10001,Hockley Valley Brewing Co.
53835,Hockley Valley Peanut Butter And Jam Ale,10001,Hockley Valley Brewing Co.
56112,Hockley Valley Holé Molé Stout,10001,Hockley Valley Brewing Co.
58833,Hockley Black & Tan,10001,Hockley Valley Brewing Co.
62906,Hockley Valley Traditional English Ale,10001,Hockley Valley Brewing Co.
63059,Hockley Valley Coconut Cream Pie,10001,Hockley Valley Brewing Co.
19312,Blanche Du Mont Blanc,10004,Brasserie Distillerie Du Mont Blanc
19313,Verte Du Mont Blanc,10004,Brasserie Distillerie Du Mont Blanc
30177,Violette Du Mont Blanc,10004,Brasserie Distillerie Du Mont Blanc
36161,Blonde Du Mont Blanc,10004,Brasserie Distillerie Du Mont Blanc
69056,La Rousse,10004,Brasserie Distillerie Du Mont Blanc
19234,Perle Verte,10005,Les Brasseurs Du Sornin
19235,Pierre Blanche,10005,Les Brasseurs Du Sornin
19340,L'Egyptienne,10005,Les Brasseurs Du Sornin
20051,Clugny III,10005,Les Brasseurs Du Sornin
20464,Charliendine,10005,Les Brasseurs Du Sornin
21250,Sornin,10005,Les Brasseurs Du Sornin
21251,Trouille,10005,Les Brasseurs Du Sornin
47371,La Cloche Rouge,10005,Les Brasseurs Du Sornin
11831,Firehouse Light,1001,Firehouse Brewing Co.
11832,Brown-Eyed Girl,1001,Firehouse Brewing Co.
12261,Brown Cow Ale,1001,Firehouse Brewing Co.
12366,Strong Arm Porter,1001,Firehouse Brewing Co.
12780,Angst Alt Lager,1001,Firehouse Brewing Co.
13783,Timothy's Fear,1001,Firehouse Brewing Co.
18016,Prodigy Porter,1001,Firehouse Brewing Co.
18631,Eagle Pale Ale,1001,Firehouse Brewing Co.
19311,Strong Scotch Ale,1001,Firehouse Brewing Co.
19525,India Pale Ale,1001,Firehouse Brewing Co.
19538,Barely Blonde Ale,1001,Firehouse Brewing Co.
24692,Firehouse Red,1001,Firehouse Brewing Co.
52626,Ultimator,1001,Firehouse Brewing Co.
5461,Wilderness Wheat Ale,1001,Firehouse Brewing Co.
5462,Honey Amber Ale,1001,Firehouse Brewing Co.
5463,Buffalo Bitter,1001,Firehouse Brewing Co.
5464,Chukkar English Pale Ale,1001,Firehouse Brewing Co.
5465,Smoke Jumper Stout,1001,Firehouse Brewing Co.
65023,Imperial Porter,1001,Firehouse Brewing Co.
65024,Brewer's Gold,1001,Firehouse Brewing Co.
69770,Amber Wheat,1001,Firehouse Brewing Co.
25747,Curly,10012,Back Street Brewery
29999,Poor Richard's Ale,10012,Back Street Brewery
19368,Bluetongue Premium Lager,10029,Bluetongue Brewery Pty Ltd
20472,The Darwin Stubby,10029,Bluetongue Brewery Pty Ltd
26304,Bluetongue Ginger,10029,Bluetongue Brewery Pty Ltd
27701,Bluetongue Traditional Pilsner,10029,Bluetongue Brewery Pty Ltd
33471,Bluetongue Draught,10029,Bluetongue Brewery Pty Ltd
35783,Hunter Old,10029,Bluetongue Brewery Pty Ltd
36184,Bluetongue Vintage Ale 2005,10029,Bluetongue Brewery Pty Ltd
49425,Bluetongue Premium Light,10029,Bluetongue Brewery Pty Ltd
61566,Bondi Blonde Low Carb Lager,10029,Bluetongue Brewery Pty Ltd
25033,L'autruche Biere Des Gilles,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
3123,Joseph Spelt Ale,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
3124,Sara Buckwheat Ale,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
33313,Leireken Dark,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
33330,Leireken Special Spelt,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
33625,Leireken Amber,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
33758,Leireken Buckwheat Ale,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
58645,Leireken Wild Berries Belgian Ale,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
7881,Le PavÃ© De LÂ?Ours,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
9206,Noël De Silenrieux,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin)
32878,Alt-Oberurseler Pils,10038,Alt-Oberurseler Brauhaus
32880,Alt-Oberurseler Dunkles Hefeweizen,10038,Alt-Oberurseler Brauhaus
32881,Alt-Oberurseler Vetter 33,10038,Alt-Oberurseler Brauhaus
16225,Townsville Neds Red,1004,Townsville Brewing Co.
16226,Townsville Lager Lout,1004,Townsville Brewing Co.
19090,Townsville Diggers,1004,Townsville Brewing Co.
19350,Townsville Burdekin Gold,1004,Townsville Brewing Co.
18541,Left Coast Una Mas Amber Lager,10046,Left Coast Brewing Company
19445,Left Coast Gold,10046,Left Coast Brewing Company
19446,Left Coast Hefe,10046,Left Coast Brewing Company
19447,Left Coast Pale Ale,10046,Left Coast Brewing Company
19448,Left Coast IPA,10046,Left Coast Brewing Company
20315,Left Coast Hoppinfresh Harvest Ale,10046,Left Coast Brewing Company
38515,Left Coast Hop Juice,10046,Left Coast Brewing Company
38941,Left Coast Black Magic Stout,10046,Left Coast Brewing Company
43450,Torrey Pines IPA,10046,Left Coast Brewing Company
44011,Left Coast's Scottish Ale,10046,Left Coast Brewing Company
47726,Asylum,10046,Left Coast Brewing Company
53179,Resurrection,10046,Left Coast Brewing Company
56642,Left Coast Pumpkin,10046,Left Coast Brewing Company
56645,Left Coast Sanctuary,10046,Left Coast Brewing Company
63779,Ale Epeteios,10046,Left Coast Brewing Company
64473,Left Coast The Wedge,10046,Left Coast Brewing Company
65241,Voo Doo,10046,Left Coast Brewing Company
66555,Trestles,10046,Left Coast Brewing Company
71782,Board Walk,10046,Left Coast Brewing Company
32446,KB Original Pale Ale,10049,Kamloops Brewery Ltd
33260,KB Black Bear Ale,10049,Kamloops Brewery Ltd
33932,KB Double Chocolate Ale  First Edition,10049,Kamloops Brewery Ltd
40971,KB Double Chocolate Ale Second Edition,10049,Kamloops Brewery Ltd
46095,KB Genuine Draft,10049,Kamloops Brewery Ltd
54996,Albino Rhino Ale,10049,Kamloops Brewery Ltd
61698,Albino Rhino Dark Ale,10049,Kamloops Brewery Ltd
61699,Albino Rhino Honey Lager,10049,Kamloops Brewery Ltd
67495,Albino Rhino Signature Lager,10049,Kamloops Brewery Ltd
19474,Hini Du,10067,Brasserie An Alarc'h
26993,Tantad,10067,Brasserie An Alarc'h
45134,Melig,10067,Brasserie An Alarc'h
46818,Mallozh Ruz,10067,Brasserie An Alarc'h
49447,Damruz,10067,Brasserie An Alarc'h
74920,Kerzu,10067,Brasserie An Alarc'h
19467,Dremmwel Dorée,10068,Brasserie Artisanale Du Trégor
19468,Dremmwel Blonde,10068,Brasserie Artisanale Du Trégor
29908,Sant Patern,10068,Brasserie Artisanale Du Trégor
29965,Sant Gwenole,10068,Brasserie Artisanale Du Trégor
32775,Dremmwel Rousse,10068,Brasserie Artisanale Du Trégor
41989,Dremmwel Blanche,10068,Brasserie Artisanale Du Trégor
41993,Sant Erwann,10068,Brasserie Artisanale Du Trégor
73007,Dremmwel Blonde Bio,10068,Brasserie Artisanale Du Trégor
19466,Dark,10070,"Kumano Beer, K.K."
19646,Kumano Lager,10070,"Kumano Beer, K.K."
21108,Penn Gwenn,10072,Brasserie De Pouldreuzic
24968,Penhors Stout,10072,Brasserie De Pouldreuzic
49310,Bière De Noel,10072,Brasserie De Pouldreuzic
19554,Kemphaan Blond,10085,Brouwerij De Kemphaan
19556,Kemphaan Extra,10085,Brouwerij De Kemphaan
35919,Omaha Jack's Pale Ale,10087,Omaha Jack's Grillhouse & Brewery
39985,Woodshed Blonde,10087,Omaha Jack's Grillhouse & Brewery
39986,Wheatfield Hefeweizen,10087,Omaha Jack's Grillhouse & Brewery
39987,Jacked Up Red,10087,Omaha Jack's Grillhouse & Brewery
39988,Apricot Wheat,10087,Omaha Jack's Grillhouse & Brewery
39989,Uptown Rancho Brown,10087,Omaha Jack's Grillhouse & Brewery
39990,Six Shooter IPA,10087,Omaha Jack's Grillhouse & Brewery
39991,Anniversary Ale,10087,Omaha Jack's Grillhouse & Brewery
41348,Hay Bale Pale Ale,10087,Omaha Jack's Grillhouse & Brewery
41349,Pitchfork Porter,10087,Omaha Jack's Grillhouse & Brewery
49188,Black Gold Imperial Stout,10087,Omaha Jack's Grillhouse & Brewery
72671,Highway Hefeweizen,10087,Omaha Jack's Grillhouse & Brewery
72673,Route 66 Honey Blonde Ale,10087,Omaha Jack's Grillhouse & Brewery
32133,Berliner Weisse,10089,Redoak Boutique Beer Café
19564,Framboise Froment,10089,Redoak Boutique Beer Café
19565,Blackberry Wheat Beer,10089,Redoak Boutique Beer Café
19566,Organic Hefeweizen,10089,Redoak Boutique Beer Café
19567,Organic Pale Ale,10089,Redoak Boutique Beer Café
19568,Bavarian Pilsener,10089,Redoak Boutique Beer Café
19570,Vienna Lager,10089,Redoak Boutique Beer Café
19571,Special Strong Ale,10089,Redoak Boutique Beer Café
19572,Bock,10089,Redoak Boutique Beer Café
19573,Oatmeal Stout,10089,Redoak Boutique Beer Café
19574,Belgian Chocolate Stout,10089,Redoak Boutique Beer Café
19575,Belgium Choc-Cherry Stout,10089,Redoak Boutique Beer Café
23095,Rauch Bier,10089,Redoak Boutique Beer Café
23096,Wee Heavy,10089,Redoak Boutique Beer Café
26066,Saint Nicholas Tripel,10089,Redoak Boutique Beer Café
27261,Christmas Cheer,10089,Redoak Boutique Beer Café
28166,Baltic Porter,10089,Redoak Boutique Beer Café
29489,Irish Red Ale,10089,Redoak Boutique Beer Café
32122,Honey Ale,10089,Redoak Boutique Beer Café
32123,Indian Pale Ale,10089,Redoak Boutique Beer Café
32130,Special Reserve,10089,Redoak Boutique Beer Café
32131,Alt Bier,10089,Redoak Boutique Beer Café
32145,Dark English Mild Ale,10089,Redoak Boutique Beer Café
32146,Dunkel Weiss,10089,Redoak Boutique Beer Café
32147,Weizen Dopplebock,10089,Redoak Boutique Beer Café
32464,English Real Ale,10089,Redoak Boutique Beer Café
36886,Kölsch,10089,Redoak Boutique Beer Café
36887,Brown Porter,10089,Redoak Boutique Beer Café
36888,Opera Bar Blonde,10089,Redoak Boutique Beer Café
39403,Märzen,10089,Redoak Boutique Beer Café
43261,Double American IPA,10089,Redoak Boutique Beer Café
48302,Australian Ale,10089,Redoak Boutique Beer Café
52586,Belgian Pale Ale,10089,Redoak Boutique Beer Café
53400,Oktoberfest Lager,10089,Redoak Boutique Beer Café
59628,Nutter,10089,Redoak Boutique Beer Café
65296,Country Lager,10089,Redoak Boutique Beer Café
65297,Kristalweizen,10089,Redoak Boutique Beer Café
66793,Belgian Wit,10089,Redoak Boutique Beer Café
66794,Old English Ale,10089,Redoak Boutique Beer Café
76503,Summer Ale,10089,Redoak Boutique Beer Café
9469,Sunset Red,1009,Rosen Brewery and Restaurant
19590,Barelegs Brew,10093,Strangford Lough Brewing Company Ltd
19827,Legbiter,10093,Strangford Lough Brewing Company Ltd
20841,St. Patrick's Ale,10093,Strangford Lough Brewing Company Ltd
20842,St. Patrick's Best,10093,Strangford Lough Brewing Company Ltd
22659,St. Patrick's Gold,10093,Strangford Lough Brewing Company Ltd
19599,Baden Baden Dark Ale Stout,10095,Cervejaria Baden Baden - Campos Do Jordão
19600,Baden Baden Cristal,10095,Cervejaria Baden Baden - Campos Do Jordão
19636,Baden Baden Premium Bock,10095,Cervejaria Baden Baden - Campos Do Jordão
19637,Baden Baden Red Ale Especial,10095,Cervejaria Baden Baden - Campos Do Jordão
19983,Baden Baden Golden,10095,Cervejaria Baden Baden - Campos Do Jordão
30281,Baden Baden Christmas Beer,10095,Cervejaria Baden Baden - Campos Do Jordão
30283,Baden Baden 1999 Bitter Ale,10095,Cervejaria Baden Baden - Campos Do Jordão
35599,Celebration Inverno 2006,10095,Cervejaria Baden Baden - Campos Do Jordão
40579,Celebration Verao 2007,10095,Cervejaria Baden Baden - Campos Do Jordão
40976,Aniversario Pao De Acucar,10095,Cervejaria Baden Baden - Campos Do Jordão
62497,Celebration Inverno 2010,10095,Cervejaria Baden Baden - Campos Do Jordão
19601,Eisenbahn Pale Ale,10096,Cervejaria Sudbrack Ltda - Blumenau
19604,Eisenbahn Escura (Dunkel),10096,Cervejaria Sudbrack Ltda - Blumenau
19605,Eisenbahn Pilsen,10096,Cervejaria Sudbrack Ltda - Blumenau
19606,Eisenbahn Weizenbier,10096,Cervejaria Sudbrack Ltda - Blumenau
19607,Eisenbahn Weihnachts Ale,10096,Cervejaria Sudbrack Ltda - Blumenau
19608,Eisenbahn Vigorosa (Weizenbock),10096,Cervejaria Sudbrack Ltda - Blumenau
19966,Eisenbahn Pilsen Orgânica,10096,Cervejaria Sudbrack Ltda - Blumenau
21075,Eisenbahn Dourada (Kölsch),10096,Cervejaria Sudbrack Ltda - Blumenau
28315,Eisenbahn Rauchbier,10096,Cervejaria Sudbrack Ltda - Blumenau
32870,Eisenbahn Strong Golden Ale,10096,Cervejaria Sudbrack Ltda - Blumenau
33926,Eisenbahn S.A.P.A. (South American Pale Ale),10096,Cervejaria Sudbrack Ltda - Blumenau
36065,Eisenbahn Lust,10096,Cervejaria Sudbrack Ltda - Blumenau
47311,Eisenbahn 5 Anos,10096,Cervejaria Sudbrack Ltda - Blumenau
54511,Eisenbahn A Dama Do Lago,10096,Cervejaria Sudbrack Ltda - Blumenau
55274,Eisenbahn Lust Prestige,10096,Cervejaria Sudbrack Ltda - Blumenau
62766,Eisenbahn Oktoberfest,10096,Cervejaria Sudbrack Ltda - Blumenau
75353,Eisenbahn São Sebá,10096,Cervejaria Sudbrack Ltda - Blumenau
33703,Belgian Sour On Cherries,10097,Harpoon Brewery
48933,UFO White,10097,Harpoon Brewery
66070,Harpoon Catamount Maple Wheat (100 Barrel Series #35),10097,Harpoon Brewery
10002,Harpoon Oatmeal Stout (100 Barrel Series #01),10097,Harpoon Brewery
12069,Harpoon Wit Beer (100 Barrel Series #02),10097,Harpoon Brewery
13455,Harpoon Abbey Style Ale (100 Barrel Series #03),10097,Harpoon Brewery
15059,Harpoon Barleywine (100 Barrel Series #04),10097,Harpoon Brewery
1660,Catamount Octoberfest Beer,10097,Harpoon Brewery
17066,Harpoon Alt Ale (100 Barrel Series #05),10097,Harpoon Brewery
18200,Harpoon Scotch Style Ale (100 Barrel Series #06),10097,Harpoon Brewery
20501,Harpoon Union Street Revival Ale (100 Barrel Series #07),10097,Harpoon Brewery
20736,"Harpoon 3B (Barrel-Aged, Belgian, Bitter)",10097,Harpoon Brewery
21794,Harpoon Smoked Porter (100 Barrel Series #08),10097,Harpoon Brewery
23049,Harpoon Maibock Beer (100 Barrel Series #09),10097,Harpoon Brewery
23404,Harpoon IPA (Oak Aged),10097,Harpoon Brewery
24064,Triticus Ale (100 Barrel Series #10),10097,Harpoon Brewery
24066,Triticus Ale (Gewürztraminer),10097,Harpoon Brewery
24067,Triticus Ale (Buffalo Trace Straight Bourbon Whiskey),10097,Harpoon Brewery
25111,Harpoon Saison,10097,Harpoon Brewery
25112,Harpoon Framboise (100 Barrel Series #11),10097,Harpoon Brewery
26409,Harpoon Imperial Stout (100 Barrel Series #12),10097,Harpoon Brewery
27630,Old Salt Ale,10097,Harpoon Brewery
28190,Harpoon Kellerbier (100 Barrel Series #13),10097,Harpoon Brewery
28672,UFO Raspberry Hefeweizen,10097,Harpoon Brewery
30125,Harpoon Saison (100 Barrel Series #14),10097,Harpoon Brewery
30595,Mitis,10097,Harpoon Brewery
307,Harpoon Summer Beer,10097,Harpoon Brewery
308,Harpoon ESB,10097,Harpoon Brewery
309,Harpoon Spring Maibock,10097,Harpoon Brewery
310,Harpoon Winter Warmer,10097,Harpoon Brewery
311,Harpoon IPA,10097,Harpoon Brewery
312,Harpoon Ale,10097,Harpoon Brewery
313,Harpoon Octoberfest Beer,10097,Harpoon Brewery
314,Harpoon Munich Type Dark Beer,10097,Harpoon Brewery
315,Harpoon Pilsner,10097,Harpoon Brewery
316,Pickwick Ale,10097,Harpoon Brewery
31791,Harpoon Bohemian Pilsner (100 Barrel Series #15),10097,Harpoon Brewery
318,UFO Hefeweizen,10097,Harpoon Brewery
33147,Harpoon Frankenfest (100 Barrel Series #16),10097,Harpoon Brewery
49845,Harpoon Helles Blond Bock (100 Barrel Series # 27),10097,Harpoon Brewery
51623,Jed's Donkey,10097,Harpoon Brewery
52007,Harpoon Leviathan - Saison Royale,10097,Harpoon Brewery
52431,Harpoon Glacier Harvest '09 Wet Hop (100 Barrel Series #28),10097,Harpoon Brewery
52597,Harvard 1636 Ale,10097,Harpoon Brewery
52604,Wild Turkey Barrel Aged Barleywine,10097,Harpoon Brewery
53007,UFO Pale,10097,Harpoon Brewery
53941,Harpoon Ginger Wheat (100 Barrel Series #29),10097,Harpoon Brewery
54650,Harpoon Homegrown Hops IPA,10097,Harpoon Brewery
55547,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),10097,Harpoon Brewery
56153,Harpoon Leviathan - Imperial Red Ale,10097,Harpoon Brewery
56291,Vampire's Nemesis,10097,Harpoon Brewery
57243,Harpoon Single Hop ESB (100 Barrel Series #31),10097,Harpoon Brewery
58170,Harpoon Spiced IPA  (IPA Mole),10097,Harpoon Brewery
58481,Harpoon Oak Aged Imperial IPA,10097,Harpoon Brewery
58924,Harpoon Pott's Landbier (100 Barrel Series #32),10097,Harpoon Brewery
60095,Barley House 10 Year Pale Ale,10097,Harpoon Brewery
60713,Winsdor Brewery 10th Anniversary Ale,10097,Harpoon Brewery
60755,Harpoon Leviathan - Baltic Porter (Barrel-Aged W/ Brett),10097,Harpoon Brewery
61585,Harpoon Glacier Harvest '10 Wet Hop Ale (100 Barrel Series #33),10097,Harpoon Brewery
62522,Grateful Harvest Cranberry Ale,10097,Harpoon Brewery
62609,Barrel Aged Sour Pale Ale,10097,Harpoon Brewery
63719,Harpoon Leviathan - Barleywine Style Ale,10097,Harpoon Brewery
63755,Harpoon Oak Aged Dunkel (100 Barrel Series #34),10097,Harpoon Brewery
33976,Harpoon Belgian Pale Ale,10097,Harpoon Brewery
33977,Harpoon Tripel,10097,Harpoon Brewery
34468,Harpoon English Style Old Ale (100 Barrel Series #17),10097,Harpoon Brewery
34578,English Olde Ale,10097,Harpoon Brewery
35003,Harpoon Wild Ale,10097,Harpoon Brewery
35645,Harpoon Refsvinginge Private Stock (100 Barrel Series #18),10097,Harpoon Brewery
35646,Harpoon Brown Session Ale,10097,Harpoon Brewery
37098,Harpoon Pêche (100 Barrel Series #19),10097,Harpoon Brewery
38593,Harpoon Glacier Harvest Wet Hop Beer (100 Barrel Series #20),10097,Harpoon Brewery
39711,Harpoon Weizenbock (100 Barrel Series #21),10097,Harpoon Brewery
39874,Oak Aged Ale,10097,Harpoon Brewery
41198,Steve Stewart's Firth Of Forth Ale (100 Barrel Series #22),10097,Harpoon Brewery
42728,Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23),10097,Harpoon Brewery
43328,Harpoon Leviathan - Triticus,10097,Harpoon Brewery
44755,Harpoon Leviathan - Imperial IPA,10097,Harpoon Brewery
44874,Glacier Harvest '08 Wet Hop Beer (100 Barrel Series #24),10097,Harpoon Brewery
45568,Harpoon Chocolate Stout,10097,Harpoon Brewery
45668,Harpoon Rauchfetzen (100 Barrel Series #25),10097,Harpoon Brewery
45934,Harpoon Leviathan - Baltic Porter,10097,Harpoon Brewery
46988,Harpoon Leviathan - Quad,10097,Harpoon Brewery
47298,Harpoon Celtic Ale,10097,Harpoon Brewery
47508,Harpoon Wild Hibernian,10097,Harpoon Brewery
47779,Harpoon Catamount Maple Wheat (100 Barrel Series #26),10097,Harpoon Brewery
48413,Harpoon Leviathan - Big Bohemian Pilsner,10097,Harpoon Brewery
48835,Harpoon Crystal Wheat,10097,Harpoon Brewery
66834,Harpoon 2009 Chocolate Stout Brewed With Brettanomyces,10097,Harpoon Brewery
66910,Celtic Ale W/ Spruce Tips,10097,Harpoon Brewery
682,Catamount Porter,10097,Harpoon Brewery
68225,Harpoon Bohemian Pilsner,10097,Harpoon Brewery
68310,Barrel Aged Munich Dark,10097,Harpoon Brewery
68647,Harpoon Leviathan - Uber-Bock,10097,Harpoon Brewery
68895,Harpoon Rich & Dan's Rye IPA (100 Barrel Series #37),10097,Harpoon Brewery
69135,Harpoon Island Creek Oyster Stout (100 Barrel Series #36),10097,Harpoon Brewery
692,Catamount  8 Lives,10097,Harpoon Brewery
69587,Jimbo & The Technicolor Hop Sack,10097,Harpoon Brewery
69588,Uncle Fester,10097,Harpoon Brewery
69589,Rodney's Solera,10097,Harpoon Brewery
701,Catamount Pale Ale,10097,Harpoon Brewery
71139,Harpoon Leviathan - Imperial Rye,10097,Harpoon Brewery
71219,Bacon Bock,10097,Harpoon Brewery
71325,UFO Pumpkin,10097,Harpoon Brewery
71862,John Durgin Ale,10097,Harpoon Brewery
71949,Saison Various,10097,Harpoon Brewery
71950,Harpoon Potiron,10097,Harpoon Brewery
72326,Harpoon Golden Wizard,10097,Harpoon Brewery
72903,Harpoon DoÄ?esnÃ¡ (100 Barrel Series #38),10097,Harpoon Brewery
75894,Harpoon Vermont Spruce Tip Ale (100 Barrel Series #39),10097,Harpoon Brewery
37931,Johnny Rawton,10099,Dogfish Head Craft Brewery
6125,Lawnmower Light,10099,Dogfish Head Craft Brewery
67925,Fungus Tea'Mungus,10099,Dogfish Head Craft Brewery
